Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Campaign type
Flag,,Flag,,,,halo recognition catalog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,21,0.24,USD,1.99,9.97,0,0.00,0.00,Search
Flag,,Flag,,,,superior industries awardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,8,20,0.40,USD,1.23,9.84,0,0.00,0.00,Search
Flag,,Flag,,,,awtec awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,6,20,0.30,USD,1.42,8.53,0,0.00,0.00,Search
Flag,,Flag,,,,how to motivate staff,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,6,19,0.32,USD,3.19,19.12,0,0.00,0.00,Search
Flag,,Flag,,,,rivers philadelphia awardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,6,19,0.32,USD,2.23,13.35,0,0.00,0.00,Search
Flag,,Flag,,,,how to motivate employees as a manager,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,4,19,0.21,USD,1.29,5.15,0,0.00,0.00,Search
Flag,,Flag,,,,employee anniversary recognition,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,4,19,0.21,USD,10.16,40.65,0,0.00,0.00,Search
Flag,,Flag,,,,blueboard com,Exact match,Added,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Core,7,17,0.41,USD,1.66,11.61,0,0.00,0.00,Search
Flag,,Flag,,,,employee christmas gift ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,5,17,0.29,USD,1.97,9.84,0,0.00,0.00,Search
Flag,,Flag,,,,south shore total rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,4,17,0.24,USD,3.53,14.13,0,0.00,0.00,Search
Flag,,Flag,,,,what is blue board,Phrase match (close variant),None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,4,17,0.24,USD,6.37,25.47,0,0.00,0.00,Search
Flag,,Flag,,,,best employee gift,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,4,17,0.24,USD,1.87,7.48,0,0.00,0.00,Search
Flag,,Flag,,,,kohls recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,7,16,0.44,USD,1.25,8.72,0,0.00,0.00,Search
Flag,,Flag,,,,superior industries awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,16,0.31,USD,1.44,7.18,0,0.00,0.00,Search
Flag,,Flag,,,,sunrise recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,9,15,0.60,USD,1.42,12.79,0,0.00,0.00,Search
Flag,,Flag,,,,corporate team gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,6,15,0.40,USD,2.68,16.10,0,0.00,0.00,Search
Flag,,Flag,,,,google perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,4,15,0.27,USD,1.37,5.47,0,0.00,0.00,Search
Flag,,Flag,,,,gifts for team members,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,4,15,0.27,USD,1.09,4.37,0,0.00,0.00,Search
Flag,,Flag,,,,blueboard inc,Exact match (close variant),None,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Core,4,15,0.27,USD,3.09,12.35,0,0.00,0.00,Search
Flag,,Flag,,,,team recognition ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,15,0.27,USD,2.14,8.57,0,0.00,0.00,Search
Flag,,Flag,,,,https flintco awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,14,0.29,USD,1.41,5.64,0,0.00,0.00,Search
Flag,,Flag,,,,crothall gem,Broad match,Excluded,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,10,13,0.77,USD,1.67,16.70,0,0.00,0.00,Search
Flag,,Flag,,,,employee bonus ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,4,12,0.33,USD,2.43,9.73,1,9.73,0.25,Search
Flag,,Flag,,,,https scna recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,11,12,0.92,USD,2.08,22.92,0,0.00,0.00,Search
Flag,,Flag,,,,fedexground hrintranet reward & recognition button,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,8,12,0.67,USD,1.76,14.07,0,0.00,0.00,Search
Flag,,Flag,,,,www mypassinfo com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,7,12,0.58,USD,0.70,4.92,0,0.00,0.00,Search
Flag,,Flag,,,,executive gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,4,12,0.33,USD,2.15,8.59,0,0.00,0.00,Search
Flag,,Flag,,,,my waste management employee total rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,4,12,0.33,USD,2.07,8.29,0,0.00,0.00,Search
Flag,,Flag,,,,rewards for employees to motivate,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Rewards,4,12,0.33,USD,3.15,12.60,0,0.00,0.00,Search
Flag,,Flag,,,,perkspot,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,4,12,0.33,USD,1.16,4.65,0,0.00,0.00,Search
Flag,,Flag,,,,blueboard jobs,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,5,11,0.45,USD,1.21,6.05,0,0.00,0.00,Search
Flag,,Flag,,,,https crothallgem workstride com ng login_claim,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,7,10,0.70,USD,1.88,13.16,1,13.16,0.14,Search
Flag,,Flag,,,,rivers philadelphia awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,10,0.50,USD,2.24,11.19,0,0.00,0.00,Search
Flag,,Flag,,,,blueboard careers,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,4,10,0.40,USD,3.15,12.59,0,0.00,0.00,Search
Flag,,Flag,,,,crackerbarrel achievers com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,4,10,0.40,USD,2.05,8.18,0,0.00,0.00,Search
Flag,,Flag,,,,employees gift ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,4,10,0.40,USD,1.51,6.03,0,0.00,0.00,Search
Flag,,Flag,,,,blueboard rewards,Exact match,Added,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Rewards,5,9,0.56,USD,1.28,6.42,0,0.00,0.00,Search
Flag,,Flag,,,,amazon com perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,4,9,0.44,USD,0.80,3.20,0,0.00,0.00,Search
Flag,,Flag,,,,all perks com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,5,8,0.63,USD,2.35,11.75,0,0.00,0.00,Search
Flag,,Flag,,,,https revgroup recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,8,0.63,USD,1.72,8.60,0,0.00,0.00,Search
Flag,,Flag,,,,awardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,8,0.63,USD,3.11,15.53,0,0.00,0.00,Search
Flag,,Flag,,,,aramark achievers com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,5,8,0.63,USD,1.66,8.32,0,0.00,0.00,Search
Flag,,Flag,,,,blue board experience,Exact match (close variant),None,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Experiences,5,8,0.63,USD,0.51,2.56,0,0.00,0.00,Search
Flag,,Flag,,,,gifts to give employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,4,8,0.50,USD,1.67,6.69,0,0.00,0.00,Search
Flag,,Flag,,,,www peopleareeverything com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,8,0.50,USD,1.84,7.36,0,0.00,0.00,Search
Flag,,Flag,,,,great office gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,4,8,0.50,USD,0.76,3.04,0,0.00,0.00,Search
Flag,,Flag,,,,awardchoice com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,4,8,0.50,USD,0.99,3.96,0,0.00,0.00,Search
Flag,,Flag,,,,gifts for employees ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,7,0.57,USD,2.35,9.40,0,0.00,0.00,Search
Flag,,Flag,,,,best gifts for boss to give employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,7,0.57,USD,1.71,6.83,0,0.00,0.00,Search
Flag,,Flag,,,,fedexground hrintranet reward & recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,6,0.83,USD,1.51,7.55,0,0.00,0.00,Search
Flag,,Flag,,,,midwestgaming awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,6,0.83,USD,1.56,7.80,0,0.00,0.00,Search
Flag,,Flag,,,,www awardselect com beaumont3,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,6,0.67,USD,1.16,4.62,0,0.00,0.00,Search
Flag,,Flag,,,,10 year work anniversary gift,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,4,6,0.67,USD,2.13,8.52,0,0.00,0.00,Search
Flag,,Flag,,,,best employee christmas gifts,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,6,0.67,USD,2.02,8.08,0,0.00,0.00,Search
Flag,,Flag,,,,https www awardselect com beaumont3,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,5,1.00,USD,1.10,5.49,0,0.00,0.00,Search
Flag,,Flag,,,,blueboard experiential reward,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,5,5,1.00,USD,0.92,4.62,0,0.00,0.00,Search
Flag,,Flag,,,,federalsignal awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,5,0.80,USD,1.18,4.70,0,0.00,0.00,Search
Flag,,Flag,,,,www awardselect com hinckleysprings40,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,5,0.80,USD,1.57,6.27,0,0.00,0.00,Search
Flag,,Flag,,,,gift ideas for office staff,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Gifts,4,5,0.80,USD,1.37,5.46,0,0.00,0.00,Search
Flag,,Flag,,,,caesarstotalreturn com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,4,5,0.80,USD,1.83,7.32,0,0.00,0.00,Search
Flag,,Flag,,,,best team gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,4,5,0.80,USD,1.78,7.10,0,0.00,0.00,Search
Flag,,Flag,,,,https aperioncare recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,5,0.80,USD,1.75,7.00,0,0.00,0.00,Search
Flag,,Flag,,,,employee perk programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Perks,5,4,1.25,USD,9.73,48.67,0,0.00,0.00,Search
Flag,,Flag,,,,speech for employee motivation,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,4,4,1.00,USD,2.63,10.50,0,0.00,0.00,Search
Flag,,Flag,,,,loop point recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,4,1.00,USD,1.70,6.80,0,0.00,0.00,Search
Flag,,Flag,,,,nestle employees discount,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,4,4,1.00,USD,2.16,8.64,0,0.00,0.00,Search
Flag,,Flag,,,,tech gifts for employees,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,4,1.00,USD,1.08,4.33,0,0.00,0.00,Search
Flag,,Flag,,,,ppg rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,4,4,1.00,USD,1.49,5.96,0,0.00,0.00,Search
Flag,,Flag,,,,www hertzcognitions awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,3,1.67,USD,1.44,7.21,1,7.21,0.20,Search
Flag,,Flag,,,,the best gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,4,3,1.33,USD,1.55,6.18,0,0.00,0.00,Search
Flag,,Flag,,,,htt crothallgem workstride com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,2,2.00,USD,3.61,14.44,0,0.00,0.00,Search
,Flag,Flag,,,,employee appreciation trip companies,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,1,1,1.00,USD,4.67,4.67,2,2.34,2.00,Search
,,,Flag,Flag,FlagFlag,youearnedit,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,3,146,0.02,USD,7.69,23.07,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,sales awards,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Sales Award,3,83,0.04,USD,6.88,20.63,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,terry berry,Exact match (close variant),None,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,3,50,0.06,USD,6.36,19.08,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,employee recognition programs examples,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,49,0.06,USD,3.37,10.10,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,referral program ideas,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,47,0.06,USD,3.50,10.49,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,retirement ups com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,3,41,0.07,USD,1.44,4.31,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,workplace motivation,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,40,0.08,USD,4.86,14.59,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,give a wow,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,40,0.08,USD,3.03,9.09,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,employee incentives,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,3,37,0.08,USD,1.93,5.78,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,managing remote employees,Exact match,Added,Google_Search_NB_AllGeos_Beta,Beta,remote,3,36,0.08,USD,11.38,34.15,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,employee awards categories,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,3,34,0.09,USD,2.13,6.40,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,employee branding,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,3,34,0.09,USD,3.68,11.05,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,sales incentive programs,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Sales Incentive,3,33,0.09,USD,10.25,30.74,1,61.48,0.17,Search
,,,Flag,Flag,FlagFlag,most likely to awards for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,3,33,0.09,USD,1.58,4.73,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,motivation in management,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,33,0.09,USD,2.58,7.73,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,gift ideas for your employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,3,31,0.10,USD,1.41,4.23,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,rewards for employees to motivate,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,30,0.10,USD,2.93,8.79,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,spot bonus program,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,3,29,0.10,USD,6.76,20.27,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,o c tanner,Exact match (close variant),None,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,3,28,0.11,USD,6.11,18.33,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,incentive program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,3,25,0.12,USD,1.21,3.63,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,corporate gift ideas,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,25,0.12,USD,2.17,6.50,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,employer branding strategies,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employer brand,3,25,0.12,USD,3.82,11.45,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,fond rewards,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,3,24,0.13,USD,8.50,25.49,0,0.00,0.00,Search
,,,Flag,Flag,FlagFlag,how to keep employees motivated,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employee motivation,3,23,0.13,USD,2.98,8.94,1,8.94,0.33,Search
,,,Flag,Flag,FlagFlag,netspend employee rewards,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,23,0.13,USD,2.76,8.28,0,0.00,0.00,Search
,,,Flag,,Flag,funny employee awards,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,2,86,0.02,USD,1.18,2.35,0,0.00,0.00,Search
,,,Flag,,Flag,octanner,Exact match (close variant),None,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,2,75,0.03,USD,4.52,9.04,0,0.00,0.00,Search
,,,Flag,,Flag,retention strategies,Phrase match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee retention,1,71,0.01,USD,2.07,2.07,0,0.00,0.00,Search
,,,Flag,,Flag,employee value proposition,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employer brand,1,68,0.01,USD,4.88,4.88,0,0.00,0.00,Search
,,,Flag,,Flag,spiffs,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Spiffs,2,67,0.03,USD,6.18,12.35,0,0.00,0.00,Search
,,,Flag,,Flag,the blue board,Phrase match (close variant),None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,1,61,0.02,USD,5.03,5.03,0,0.00,0.00,Search
,,,Flag,,Flag,most likely to awards for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,2,55,0.04,USD,3.03,6.05,0,0.00,0.00,Search
,,,Flag,,Flag,referral program software,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,51,0.02,USD,3.66,3.66,0,0.00,0.00,Search
,,,Flag,,Flag,work anniversary,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,2,49,0.04,USD,2.39,4.77,0,0.00,0.00,Search
,,,Flag,,Flag,awards for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Employee Awards,1,48,0.02,USD,1.61,1.61,0,0.00,0.00,Search
,,,Flag,,Flag,employer brand,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,2,47,0.04,USD,3.93,7.86,0,0.00,0.00,Search
,,,Flag,,Flag,referral software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,2,45,0.04,USD,4.88,9.75,0,0.00,0.00,Search
,,,Flag,,Flag,recognition programs,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,2,44,0.05,USD,6.52,13.04,0,0.00,0.00,Search
,,,Flag,,Flag,ways to recognize employees,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,recognition roi,2,42,0.05,USD,3.32,6.63,0,0.00,0.00,Search
,,,Flag,,Flag,company awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,2,41,0.05,USD,1.28,2.55,0,0.00,0.00,Search
,,,Flag,,Flag,motivosity,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,1,40,0.03,USD,7.73,7.73,0,0.00,0.00,Search
,,,Flag,,Flag,best corporate gifts 2019,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,2,37,0.05,USD,2.92,5.84,0,0.00,0.00,Search
,,,Flag,,Flag,employment branding,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,1,31,0.03,USD,5.16,5.16,0,0.00,0.00,Search
,,,Flag,,Flag,unique gifts for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,2,30,0.07,USD,2.71,5.41,0,0.00,0.00,Search
,,,Flag,,Flag,how to recognize employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,1,29,0.03,USD,3.41,3.41,0,0.00,0.00,Search
,,,Flag,,Flag,employee award ideas,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,29,0.03,USD,3.53,3.53,0,0.00,0.00,Search
,,,Flag,,Flag,referral marketing,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,1,29,0.03,USD,2.98,2.98,0,0.00,0.00,Search
,,,Flag,,Flag,wishlist rewards,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,2,28,0.07,USD,6.65,13.29,0,0.00,0.00,Search
,,,Flag,,Flag,thank you gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Appreciation,2,28,0.07,USD,1.08,2.15,0,0.00,0.00,Search
,,,Flag,,Flag,retirement gift,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,1,28,0.04,USD,1.38,1.38,0,0.00,0.00,Search
,,,Flag,,Flag,paypal referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,2,27,0.07,USD,2.90,5.79,0,0.00,0.00,Search
,,,Flag,,Flag,employee anniversary cards,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,2,27,0.07,USD,4.28,8.56,0,0.00,0.00,Search
,,,Flag,,Flag,appreciation award,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Appreciation,2,26,0.08,USD,1.98,3.95,0,0.00,0.00,Search
,,,Flag,,Flag,employee of the year award,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Awards,1,26,0.04,USD,1.17,1.17,0,0.00,0.00,Search
,,,Flag,,Flag,best gift ideas for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,0,26,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,Flag,,Flag,oc tanner,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,1,25,0.04,USD,7.49,7.49,0,0.00,0.00,Search
,,,Flag,,Flag,reward gateway,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,1,25,0.04,USD,7.73,7.73,0,0.00,0.00,Search
,,,Flag,,Flag,best holiday gifts for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,2,24,0.08,USD,2.21,4.41,0,0.00,0.00,Search
,,,Flag,,Flag,snappy gifts,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,0,24,0.00,USD,--,0.00,0,0.00,0.00,Search
,,,Flag,,Flag,sprint perks program,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Perks,2,23,0.09,USD,1.50,2.99,0,0.00,0.00,Search
,,,Flag,,Flag,corporate gifting,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,2,23,0.09,USD,3.36,6.72,0,0.00,0.00,Search
,,,Flag,,Flag,sales incentive,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,1,23,0.04,USD,1.66,1.66,0,0.00,0.00,Search
,,,,Flag,Flag,blueboard crunchbase,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,3,22,0.14,USD,2.91,8.73,0,0.00,0.00,Search
,,,,Flag,Flag,work anniversary gift,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,3,21,0.14,USD,1.67,5.01,0,0.00,0.00,Search
,,,,Flag,Flag,corporate anniversary gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,3,20,0.15,USD,6.40,19.20,1,19.20,0.33,Search
,,,,Flag,Flag,great gift ideas for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,3,19,0.16,USD,1.50,4.50,0,0.00,0.00,Search
,,,,Flag,Flag,wow points,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,3,19,0.16,USD,3.00,9.01,0,0.00,0.00,Search
,,,,Flag,Flag,fond perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,19,0.16,USD,1.69,5.08,0,0.00,0.00,Search
,,,,Flag,Flag,nice gifts for employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,3,18,0.17,USD,1.43,4.29,0,0.00,0.00,Search
,,,,Flag,Flag,10 year work anniversary gift,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,18,0.17,USD,2.36,7.08,0,0.00,0.00,Search
,,,,Flag,Flag,christmas gifts for employees,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,3,17,0.18,USD,2.79,8.37,0,0.00,0.00,Search
