Alpha Clicks,Alpha Conversions,Compiled,Beta Impressions,Beta Clicks,Compiled,Search term,Match type,Added/Excluded,Campaign,Type,Ad group,Impr.,Clicks,CTR,Currency code,Cost,Conversions,Cost / conv.,Conv. rate
Flag,,Flag,,,,mtm recognition awards catalog,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,6,4,66.67%,USD,9,0,0,0.00%
Flag,,Flag,,,,employee recognition examples,Exact match,Added,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Recognition,6,4,66.67%,USD,38,0,0,0.00%
Flag,,Flag,,,,superior industries awardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,6,4,66.67%,USD,11,0,0,0.00%
Flag,,Flag,,,,travel incentive companies,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Travel,5,4,80.00%,USD,31,0,0,0.00%
Flag,,Flag,,,,www hertzrecognition awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,4,80.00%,USD,5,0,0,0.00%
Flag,,Flag,,,,hmma awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,4,80.00%,USD,9,0,0,0.00%
Flag,,Flag,,,,www awardselect com comau1,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,6,150.00%,USD,13,0,0,0.00%
Flag,,Flag,,,,flintco awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,5,125.00%,USD,7,0,0,0.00%
Flag,,Flag,,,,employee of the month ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,4,100.00%,USD,8,0,0,0.00%
Flag,,Flag,,,,best company gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,4,100.00%,USD,20,0,0,0.00%
Flag,,Flag,,,,https sswi recognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,4,100.00%,USD,9,0,0,0.00%
Flag,,Flag,,,,opm telephone number for retirement department,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,4,4,100.00%,USD,12,0,0,0.00%
Flag,,Flag,,,,mcdperks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,4,4,100.00%,USD,5,0,0,0.00%
Flag,,Flag,,,,blueboard experience,Exact match (close variant),None,Google_Search_Brand_AllGeos_Alpha,Alpha,Brand Experiences,4,4,100.00%,USD,49,0,0,0.00%
Flag,,Flag,,,,momence awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,4,133.33%,USD,7,0,0,0.00%
Flag,,Flag,,,,recognition works,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,3,4,133.33%,USD,8,0,0,0.00%
Flag,,Flag,,,,access www pointrecognition com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,4,133.33%,USD,11,0,0,0.00%
,Flag,Flag,,,,service award companies,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,2,2,100.00%,USD,31,3,10,150.00%
Flag,,Flag,,,,www awardselect com doylestown23,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,2,4,200.00%,USD,4,0,0,0.00%
,,,Flag,Flag,FlagFlag,globoforce,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,110,3,2.73%,USD,23,0,0,0.00%
,,,Flag,Flag,FlagFlag,baudville,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,102,3,2.94%,USD,11,0,0,0.00%
,,,Flag,Flag,FlagFlag,employee appreciation day 2020,Exact match,Added,Google_Search_NB_AllGeos_Beta,Beta,Appreciation,93,3,3.23%,USD,16,0,0,0.00%
,,,Flag,Flag,FlagFlag,terry berry,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,72,3,4.17%,USD,13,0,0,0.00%
,,,Flag,Flag,FlagFlag,employee awards,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Employee Awards,55,3,5.45%,USD,40,0,0,0.00%
,,,Flag,Flag,FlagFlag,access perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,50,3,6.00%,USD,8,0,0,0.00%
,,,Flag,Flag,FlagFlag,youearnedit,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,46,3,6.52%,USD,23,0,0,0.00%
,,,Flag,Flag,FlagFlag,corporate gifting,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,33,3,9.09%,USD,11,0,0,0.00%
,,,Flag,Flag,FlagFlag,company anniversary gifts,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,32,3,9.38%,USD,20,0,0,0.00%
,,,Flag,Flag,FlagFlag,corporate gifts for clients,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,29,3,10.34%,USD,9,0,0,0.00%
,,,Flag,Flag,FlagFlag,work anniversary ideas,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,28,3,10.71%,USD,7,0,0,0.00%
,,,Flag,Flag,FlagFlag,mywmtotalrewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,27,3,11.11%,USD,5,0,0,0.00%
,,,Flag,Flag,FlagFlag,spiffs,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Spiffs,27,3,11.11%,USD,13,0,0,0.00%
,,,Flag,Flag,FlagFlag,employee appreciation day,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,25,3,12.00%,USD,10,0,0,0.00%
,,,Flag,Flag,FlagFlag,give a wow,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,25,3,12.00%,USD,16,0,0,0.00%
,,,Flag,Flag,FlagFlag,how to motivate employees as a manager,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,23,3,13.04%,USD,4,0,0,0.00%
,,,Flag,Flag,FlagFlag,reward spot,Broad match,None,Google_Search_NB_Products_Beta,Beta,spot recognition,22,3,13.64%,USD,7,0,0,0.00%
,,,Flag,Flag,FlagFlag,great work perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,21,3,14.29%,USD,9,0,0,0.00%
,,,Flag,Flag,FlagFlag,employee recognition,Exact match,Added,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Recognition,20,3,15.00%,USD,35,0,0,0.00%
,,,Flag,Flag,FlagFlag,anyperk,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,20,3,15.00%,USD,9,0,0,0.00%
,,,Flag,Flag,FlagFlag,best employee benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,20,3,15.00%,USD,8,0,0,0.00%
,,,Flag,Flag,FlagFlag,paypal referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,20,3,15.00%,USD,6,0,0,0.00%
,,,Flag,Flag,FlagFlag,employee recognition gifts for years of service,Broad match,None,Google_Search_NB_Products_Beta,Beta,anniversary awards,19,3,15.79%,USD,16,1,16,33.33%
,,,Flag,Flag,FlagFlag,best corporate gifts for clients,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,19,3,15.79%,USD,6,0,0,0.00%
,,,Flag,Flag,FlagFlag,halo recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,17,3,17.65%,USD,7,0,0,0.00%
,,,Flag,Flag,FlagFlag,10 year work anniversary gift,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,15,3,20.00%,USD,6,0,0,0.00%
,,,Flag,,Flag,spot award,Exact match,Added,Google_Search_NB_Products_Beta,Beta,spot recognition,66,2,3.03%,USD,16,0,0,0.00%
,,,Flag,,Flag,employee value proposition,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employer brand,63,2,3.17%,USD,5,0,0,0.00%
,,,Flag,,Flag,employee appreciation day ideas,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Appreciation,61,2,3.28%,USD,6,0,0,0.00%
,,,Flag,,Flag,employer brand,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,49,1,2.04%,USD,3,0,0,0.00%
,,,Flag,,Flag,work anniversary messages,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,44,2,4.55%,USD,7,0,0,0.00%
,,,Flag,,Flag,employee anniversary gifts by year,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,38,2,5.26%,USD,5,0,0,0.00%
,,,Flag,,Flag,oc tanner,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,37,1,2.70%,USD,8,0,0,0.00%
,,,Flag,,Flag,employee rewards and recognition program examples,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,36,2,5.56%,USD,12,0,0,0.00%
,,,Flag,,Flag,employee value proposition examples,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,34,1,2.94%,USD,4,0,0,0.00%
,,,Flag,,Flag,o c tanner,Exact match (close variant),None,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,31,2,6.45%,USD,16,0,0,0.00%
,,,Flag,,Flag,employee referral program,Phrase match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,31,2,6.45%,USD,6,0,0,0.00%
,,,Flag,,Flag,employee engagement ideas,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Engagement,30,2,6.67%,USD,8,0,0,0.00%
,,,Flag,,Flag,years of service award,Exact match,Added,Google_Search_NB_Products_Beta,Beta,anniversary awards,27,2,7.41%,USD,14,0,0,0.00%
,,,Flag,,Flag,incentive program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,26,1,3.85%,USD,3,0,0,0.00%
,,,Flag,,Flag,motivate employees,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,25,1,4.00%,USD,2,0,0,0.00%
,,,Flag,,Flag,amazon affiliate program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,25,1,4.00%,USD,2,0,0,0.00%
,,,Flag,,Flag,team recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,23,2,8.70%,USD,4,0,0,0.00%
,,,Flag,,Flag,workplace motivation,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employee motivation,23,2,8.70%,USD,7,0,0,0.00%
,,,Flag,,Flag,work anniversary cards,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,23,2,8.70%,USD,16,0,0,0.00%
,,,Flag,,Flag,thank you gifts for coworkers,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Gifts,23,1,4.35%,USD,1,0,0,0.00%
,,,Flag,,Flag,employee referral,Exact match,Added,Google_Search_NB_AllGeos_Beta,Beta,Referral,23,1,4.35%,USD,12,0,0,0.00%
,,,Flag,,Flag,rewards and recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,23,1,4.35%,USD,3,0,0,0.00%
,,,Flag,,Flag,terry berry,Exact match (close variant),None,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,23,1,4.35%,USD,7,0,0,0.00%
,,,Flag,,Flag,employee branding,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,22,1,4.55%,USD,4,0,0,0.00%
,,,Flag,,Flag,talent retention,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employee retention,21,2,9.52%,USD,9,0,0,0.00%
,,,Flag,,Flag,employee purchase program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,21,2,9.52%,USD,15,0,0,0.00%
,,,Flag,,Flag,what is employee retention,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,21,2,9.52%,USD,5,0,0,0.00%
,,,Flag,,Flag,aetna wellness incentive program,Phrase match,None,Google_Search_NB_Products_Beta,Beta,wellbeing incentives,21,1,4.76%,USD,5,0,0,0.00%
,,,Flag,,Flag,sales awards,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Sales Award,20,2,10.00%,USD,18,0,0,0.00%
,,,Flag,,Flag,spot on rewards,Exact match (close variant),None,Google_Search_NB_Products_Beta,Beta,spot recognition,19,1,5.26%,USD,4,0,0,0.00%
,,,Flag,,Flag,ways to recognize employees,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,recognition roi,19,1,5.26%,USD,7,0,0,0.00%
,,,Flag,,Flag,30 year work anniversary gift,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,18,2,11.11%,USD,7,0,0,0.00%
,,,Flag,,Flag,business anniversary ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,18,2,11.11%,USD,4,0,0,0.00%
,,,Flag,,Flag,how to keep employees motivated,Exact match,Added,Google_Search_NB_Resources_Beta,Beta,employee motivation,18,2,11.11%,USD,5,0,0,0.00%
,,,Flag,,Flag,corporate anniversary gift ideas,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,17,2,11.76%,USD,14,0,0,0.00%
,,,Flag,,Flag,employee appreciation day ideas,Broad match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Appreciation,17,1,5.88%,USD,2,0,0,0.00%
,,,Flag,,Flag,corporate gift ideas,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,16,2,12.50%,USD,5,0,0,0.00%
,,,Flag,,Flag,business birthday cards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Birthday,16,1,6.25%,USD,2,0,0,0.00%
,,,Flag,,Flag,reward gateway,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,16,1,6.25%,USD,8,0,0,0.00%
,,,Flag,,Flag,great retirement gifts,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,15,2,13.33%,USD,4,0,0,0.00%
,,,Flag,,Flag,how to recognize employees,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,15,2,13.33%,USD,5,0,0,0.00%
,,,Flag,,Flag,gallup employee engagement 2019,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Engagement,15,2,13.33%,USD,26,0,0,0.00%
,,,Flag,,Flag,what is employer branding,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employer brand,15,2,13.33%,USD,9,0,0,0.00%
,,,Flag,,Flag,wishlist rewards,Exact match,Added,Google_Search_NB_Competitor_AllGeos_Alpha,Alpha,Competitor,15,2,13.33%,USD,15,0,0,0.00%
,,,Flag,,Flag,manufacturers increase perks to get new hires to move,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,15,1,6.67%,USD,5,0,0,0.00%
,,,Flag,,Flag,employee benefits,Exact match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Perks,15,1,6.67%,USD,4,0,0,0.00%
,,,,Flag,Flag,work anniversary gift,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,14,3,21.43%,USD,12,0,0,0.00%
,,,,Flag,Flag,perks program,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Perks,14,3,21.43%,USD,18,0,0,0.00%
,,,,Flag,Flag,best motivational letter to employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,13,3,23.08%,USD,7,0,0,0.00%
,,,,Flag,Flag,wellness incentive program,Phrase match,None,Google_Search_NB_Products_Beta,Beta,wellbeing incentives,13,3,23.08%,USD,23,0,0,0.00%
,,,,Flag,Flag,corporate anniversary gifts,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Anniversary,13,3,23.08%,USD,13,0,0,0.00%
,,,,Flag,Flag,sales contest prize ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Award,13,3,23.08%,USD,7,0,0,0.00%
,,,,Flag,Flag,superior industries awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,12,3,25.00%,USD,5,0,0,0.00%
,,,,Flag,Flag,work incentive ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,11,3,27.27%,USD,8,0,0,0.00%
,,,,Flag,Flag,employee motivation techniques,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,11,3,27.27%,USD,8,0,0,0.00%
,,,,Flag,Flag,what is blueboard,Phrase match,None,Google_Search_Brand_AllGeos_Beta,Beta,Brand Core,11,3,27.27%,USD,12,0,0,0.00%
,,,,Flag,Flag,www dc37rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,10,3,30.00%,USD,5,0,0,0.00%
,,,,Flag,Flag,employee recognition write up examples,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,10,3,30.00%,USD,18,0,0,0.00%
,,,,Flag,Flag,employee birthday ideas,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,10,3,30.00%,USD,8,0,0,0.00%
,,,,Flag,Flag,employee appreciation gift ideas,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha_eCPC,Alpha,Appreciation,10,3,30.00%,USD,33,0,0,0.00%
,,,,Flag,Flag,employee retention metrics,Phrase match,None,Google_Search_NB_Resources_Beta,Beta,employee retention,10,3,30.00%,USD,14,0,0,0.00%
,,,,Flag,Flag,rivers philadelphia awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,9,3,33.33%,USD,7,0,0,0.00%
,,,,Flag,Flag,sales spiff ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Spiffs,9,3,33.33%,USD,5,0,0,0.00%
,,,,Flag,Flag,recognition examples,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,9,3,33.33%,USD,4,0,0,0.00%
,,,,Flag,Flag,sfe energy rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,9,3,33.33%,USD,5,0,0,0.00%
,,,,Flag,Flag,incentive program ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Incentive,8,3,37.50%,USD,8,0,0,0.00%
,,,,Flag,Flag,www signet online rewards com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,8,3,37.50%,USD,7,0,0,0.00%
,,,,Flag,Flag,employee recognition wall displays,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,8,3,37.50%,USD,9,0,0,0.00%
,,,,Flag,Flag,sparkfly perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,8,3,37.50%,USD,4,0,0,0.00%
,,,,Flag,Flag,mywmtotalrewards com benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,8,3,37.50%,USD,7,0,0,0.00%
,,,,Flag,Flag,rewards and recognition ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,8,3,37.50%,USD,5,0,0,0.00%
,,,,Flag,Flag,servicerecognition mcfina com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,8,3,37.50%,USD,7,0,0,0.00%
,,,,Flag,Flag,employer value proposition,Exact match (close variant),None,Google_Search_NB_Resources_Beta,Beta,employer brand,8,3,37.50%,USD,10,0,0,0.00%
,,,,Flag,Flag,work awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,8,3,37.50%,USD,6,0,0,0.00%
,,,,Flag,Flag,www awardselect com award select,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,8,3,37.50%,USD,7,0,0,0.00%
,,,,Flag,Flag,midwest gaming awardco,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,7,3,42.86%,USD,6,0,0,0.00%
,,,,Flag,Flag,google perks,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,7,3,42.86%,USD,4,0,0,0.00%
,,,,Flag,Flag,corporate gift cards,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,7,3,42.86%,USD,10,0,0,0.00%
,,,,Flag,Flag,sales incentive ideas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Sales Incentive,7,3,42.86%,USD,9,0,0,0.00%
,,,,Flag,Flag,recognition program,Exact match (close variant),None,Google_Search_NB_AllGeos_Alpha,Alpha,Recognition,7,3,42.86%,USD,41,0,0,0.00%
,,,,Flag,Flag,pointrecognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,7,3,42.86%,USD,7,0,0,0.00%
,,,,Flag,Flag,birthday ideas for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Employee Birthday,6,3,50.00%,USD,12,1,12,33.33%
,,,,Flag,Flag,letter of recognition,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,6,3,50.00%,USD,4,0,0,0.00%
,,,,Flag,Flag,http www providenceiscalling jobs rewards benefits,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,6,3,50.00%,USD,5,0,0,0.00%
,,,,Flag,Flag,fun ideas to motivate employees,Broad match,None,Google_Search_NB_Resources_Beta,Beta,employee motivation,6,3,50.00%,USD,10,0,0,0.00%
,,,,Flag,Flag,support awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,6,3,50.00%,USD,6,0,0,0.00%
,,,,Flag,Flag,employee anniversary gifts by year,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Anniversary,6,3,50.00%,USD,10,0,0,0.00%
,,,,Flag,Flag,employee bonus program examples,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Bonus,6,3,50.00%,USD,7,0,0,0.00%
,,,,Flag,Flag,employee recognition gifts,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Recognition,5,3,60.00%,USD,21,1,21,33.33%
,,,,Flag,Flag,perkspot employee auto buying program,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Perks,5,3,60.00%,USD,10,0,0,0.00%
,,,,Flag,Flag,incentive travel companies,Phrase match,None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Travel,5,3,60.00%,USD,20,0,0,0.00%
,,,,Flag,Flag,recognition letter template,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,3,60.00%,USD,6,0,0,0.00%
,,,,Flag,Flag,ohio public employees retirement system phone number,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Retirement,5,3,60.00%,USD,14,0,0,0.00%
,,,,Flag,Flag,20 year employee anniversary,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,5,3,60.00%,USD,22,0,0,0.00%
,,,,Flag,Flag,programawardcenter biworldwide com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,5,3,60.00%,USD,7,0,0,0.00%
,,,,Flag,Flag,referral saas,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,5,3,60.00%,USD,13,0,0,0.00%
,,,,Flag,Flag,employee referral bonus program announcement email,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Referral,5,3,60.00%,USD,7,0,0,0.00%
,,,,Flag,Flag,pattern recognition software,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,3,75.00%,USD,6,0,0,0.00%
,,,,Flag,Flag,25 year work anniversary gift,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta_tCPA,Beta,Anniversary,4,3,75.00%,USD,11,0,0,0.00%
,,,,Flag,Flag,sers,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Retirement,4,3,75.00%,USD,5,0,0,0.00%
,,,,Flag,Flag,work anniversary gifts by year,Phrase match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,4,3,75.00%,USD,9,0,0,0.00%
,,,,Flag,Flag,teacher recognition awards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Appreciation,4,3,75.00%,USD,5,0,0,0.00%
,,,,Flag,Flag,gifting companies,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Gifts,4,3,75.00%,USD,14,0,0,0.00%
,,,,Flag,Flag,refer a friend,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,4,3,75.00%,USD,8,0,0,0.00%
,,,,Flag,Flag,awtec awardco comawrec,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Employee Awards,4,3,75.00%,USD,4,0,0,0.00%
,,,,Flag,Flag,employee incentive,Exact match,Added,Google_Search_NB_AllGeos_Alpha,Alpha,Incentive,4,3,75.00%,USD,32,0,0,0.00%
,,,,Flag,Flag,www crothallgem com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,4,3,75.00%,USD,4,0,0,0.00%
,,,,Flag,Flag,company anniversary gift ideas for employees,Broad match,None,Google_Search_NB_AllGeos_Beta,Beta,Anniversary,3,3,100.00%,USD,11,1,11,33.33%
,,,,Flag,Flag,https fellowes awardco com,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Recognition,3,3,100.00%,USD,7,1,7,33.33%
,,,,Flag,Flag,accenture referral,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Referral,3,3,100.00%,USD,7,0,0,0.00%
,,,,Flag,Flag,employee perk programs,Phrase match (close variant),None,Google_Search_NB_AllGeos_Beta,Beta,Perks,3,3,100.00%,USD,39,0,0,0.00%
,,,,Flag,Flag,hr rewards,Broad match,None,Google_Search_NB_AllGeos_Charlie,Charlie,Rewards,3,3,100.00%,USD,8,0,0,0.00%
